frame_index,timestamp_seconds
0,0.000000
1,0.033333
2,0.066667
3,0.100000
4,0.133333
5,0.166667
6,0.200000
7,0.233333
8,0.266667
9,0.300000
10,0.333333
11,0.366667
12,0.400000
13,0.433333
14,0.466667
15,0.500000
16,0.533333
17,0.566667
18,0.600000
19,0.633333
20,0.666667
21,0.700000
22,0.733333
23,0.766667
24,0.800000
25,0.833333
26,0.866667
27,0.900000
28,0.933333
29,0.966667
30,1.000000
31,1.033333
32,1.066667
33,1.100000
34,1.133333
35,1.166667
36,1.200000
37,1.233333
38,1.266667
39,1.300000
40,1.333333
41,1.366667
42,1.400000
43,1.433333
44,1.466667
45,1.500000
46,1.533333
47,1.566667
48,1.600000
49,1.633333
50,1.666667
51,1.700000
52,1.733333
53,1.766667
54,1.800000
55,1.833333
56,1.866667
57,1.900000
58,1.933333
59,1.966667
60,2.000000
61,2.033333
62,2.066667
63,2.100000
64,2.133333
65,2.166667
66,2.200000
67,2.233333
68,2.266667
69,2.300000
70,2.333333
71,2.366667
72,2.400000
73,2.433333
74,2.466667
75,2.500000
76,2.533333
77,2.566667
78,2.600000
79,2.633333
80,2.666667
81,2.700000
82,2.733333
83,2.766667
84,2.800000
85,2.833333
86,2.866667
87,2.900000
88,2.933333
89,2.966667
90,3.000000
91,3.033333
92,3.066667
93,3.100000
94,3.133333
95,3.166667
96,3.200000
97,3.233333
98,3.266667
99,3.300000
100,3.333333
101,3.366667
102,3.400000
103,3.433333
104,3.466667
105,3.500000
106,3.533333
107,3.566667
108,3.600000
109,3.633333
110,3.666667
111,3.700000
112,3.733333
113,3.766667
114,3.800000
115,3.833333
116,3.866667
117,3.900000
118,3.933333
119,3.966667
120,4.000000
121,4.033333
122,4.066667
123,4.100000
124,4.133333
125,4.166667
126,4.200000
127,4.233333
128,4.266667
129,4.300000
130,4.333333
131,4.366667
132,4.400000
133,4.433333
134,4.466667
135,4.500000
136,4.533333
137,4.566667
138,4.600000
139,4.633333
140,4.666667
141,4.700000
142,4.733333
143,4.766667
144,4.800000
145,4.833333
146,4.866667
147,4.900000
148,4.933333
149,4.966667
150,5.000000
151,5.033333
152,5.066667
153,5.100000
154,5.133333
155,5.166667
156,5.200000
157,5.233333
158,5.266667
159,5.300000
160,5.333333
161,5.366667
162,5.400000
163,5.433333
164,5.466667
165,5.500000
166,5.533333
167,5.566667
168,5.600000
169,5.633333
170,5.666667
171,5.700000
172,5.733333
173,5.766667
174,5.800000
175,5.833333
176,5.866667
177,5.900000
178,5.933333
179,5.966667
180,6.000000
181,6.033333
182,6.066667
183,6.100000
184,6.133333
185,6.166667
186,6.200000
187,6.233333
188,6.266667
189,6.300000
190,6.333333
191,6.366667
192,6.400000
193,6.433333
194,6.466667
195,6.500000
196,6.533333
197,6.566667
198,6.600000
199,6.633333
200,6.666667
201,6.700000
202,6.733333
203,6.766667
204,6.800000
205,6.833333
206,6.866667
207,6.900000
208,6.933333
209,6.966667
210,7.000000
211,7.033333
212,7.066667
213,7.100000
214,7.133333
215,7.166667
216,7.200000
217,7.233333
